sample_id|body|sql|result_8091.jtl|result_8095.jtl
1129|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "coolcat", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'coolcat', 0, 1000, true )|2.80859375|12.552734375
1130|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "sunlight80", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'sunlight80', 0, 1000, true )|5.6875|12.748046875
1131|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "m--b", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'm--b', 0, 1000, true )|57.232421875|12.984375
1132|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "tkzone", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'tkzone', 0, 1000, true )|2.798828125|13.873046875
1133|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "siriusxm", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'siriusxm', 0, 1000, true )|4.578125|12.587890625
1134|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "steemit.academy", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'steemit.academy', 0, 1000, true )|2.615234375|12.865234375
1135|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "hamster10b", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'hamster10b', 0, 1000, true )|10.05078125|12.75
1136|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "lgbt", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'lgbt', 0, 1000, true )|4.0078125|12.921875
1137|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "muskhw", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'muskhw', 0, 1000, true )|1.537109375|12.966796875
1138|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "wolftre", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'wolftre', 0, 1000, true )|2.638671875|12.830078125
1139|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "dan006", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'dan006', 0, 1000, true )|1.8125|13.578125
1140|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "area51mining", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'area51mining', 0, 1000, true )|1.9296875|12.7421875
1141|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "jiaoliu", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'jiaoliu', 0, 1000, true )|2.701171875|12.6796875
1142|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "automoderator27", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'automoderator27', 0, 1000, true )|16.93359375|12.685546875
1143|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "supercomputing13", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'supercomputing13', 0, 1000, true )|1.892578125|12.984375
1144|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "pakisnxt", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'pakisnxt', 0, 1000, true )|20.193359375|12.46875
1145|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "supersteem", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'supersteem', 0, 1000, true )|39.01171875|13.697265625
1146|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "bridge", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'bridge', 0, 1000, true )|2.01953125|12.71484375
1147|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "automoderator34", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'automoderator34', 0, 1000, true )|2.857421875|12.740234375
1148|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "mrjaekin2", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'mrjaekin2', 0, 1000, true )|2.279296875|12.935546875
1149|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "coca", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'coca', 0, 1000, true )|2.169921875|12.482421875
1150|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "automoderator32", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'automoderator32', 0, 1000, true )|1.2578125|12.138671875
1151|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "automoderator13", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'automoderator13', 0, 1000, true )|1.533203125|12.16796875
1152|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "lune", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'lune', 0, 1000, true )|1.189453125|13.90625
1153|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "iamwne12", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'iamwne12', 0, 1000, true )|7.603515625|12.93359375
1154|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "steeml4ttsg", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'steeml4ttsg', 0, 1000, true )|8.33984375|12.177734375
1155|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "automoderator05", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'automoderator05', 0, 1000, true )|6.83203125|12.240234375
1156|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "automoderator01", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'automoderator01', 0, 1000, true )|2.306640625|12.548828125
1157|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "okay", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'okay', 0, 1000, true )|2.326171875|13.86328125
1158|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "deedeetwo", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'deedeetwo', 0, 1000, true )|14.845703125|12.01171875
1159|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "nisac", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'nisac', 0, 1000, true )|7.380859375|13.130859375
1160|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "gruber", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'gruber', 0, 1000, true )|1.458984375|13.0625
1161|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "chainsquad", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'chainsquad', 0, 1000, true )|14.173828125|13.001953125
1162|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "brainstormer11", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'brainstormer11', 0, 1000, true )|6.314453125|13.703125
1163|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "bento04", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'bento04', 0, 1000, true )|5.26953125|12.98828125
1164|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "iso", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'iso', 0, 1000, true )|11.529296875|13.0
1165|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "jofury1", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'jofury1', 0, 1000, true )|4.18359375|12.96875
1166|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "greatestwall", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'greatestwall', 0, 1000, true )|3.400390625|13.990234375
1167|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "tallmansteez2", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'tallmansteez2', 0, 1000, true )|8.080078125|12.494140625
1168|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "piston", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'piston', 0, 1000, true )|7.27734375|12.99609375
1169|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "aizen", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'aizen', 0, 1000, true )|22.830078125|12.9921875
1170|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "bkun600", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'bkun600', 0, 1000, true )|12.515625|13.482421875
1171|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "geopolisch", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'geopolisch', 0, 1000, true )|7.330078125|12.9921875
1172|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "ivoldemar", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'ivoldemar', 0, 1000, true )|3.369140625|13.248046875
1173|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "eca", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'eca', 0, 1000, true )|7.236328125|13.0
1174|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "mrjaekin1", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'mrjaekin1', 0, 1000, true )|2.5546875|13.98828125
1175|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "vitalik", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'vitalik', 0, 1000, true )|7.5625|12.9921875
1176|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "bento03", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'bento03', 0, 1000, true )|5.6015625|13.0
1177|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "proglobyte-m1", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'proglobyte-m1', 0, 1000, true )|15.177734375|12.9921875
1178|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "thorthegod", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'thorthegod', 0, 1000, true )|4.17578125|13.123046875
1179|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "supercomputing1", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'supercomputing1', 0, 1000, true )|5.572265625|12.9921875
1180|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "nicopratama", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'nicopratama', 0, 1000, true )|26.681640625|13.5
1181|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "fabian", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'fabian', 0, 1000, true )|9.4453125|12.9921875
1182|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "pipokinha", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'pipokinha', 0, 1000, true )|13.125|14.0546875
1183|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "djinn", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'djinn', 0, 1000, true )|64.671875|12.9765625
1184|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "brucewayne", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'brucewayne', 0, 1000, true )|31.92578125|12.990234375
1185|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "bay", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'bay', 0, 1000, true )|9.423828125|12.984375
1186|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "band", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'band', 0, 1000, true )|2.978515625|13.0
1187|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "magnificatmafia", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'magnificatmafia', 0, 1000, true )|1.564453125|13.001953125
1188|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "sardothien", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'sardothien', 0, 1000, true )|4.333984375|13.0
1189|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "steampunkpowered", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'steampunkpowered', 0, 1000, true )|8.814453125|12.9921875
1190|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "redrockmining-01", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'redrockmining-01', 0, 1000, true )|71.58203125|14.5078125
1191|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "fusenn2", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'fusenn2', 0, 1000, true )|11.220703125|13.0
1192|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "cheetah24", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'cheetah24', 0, 1000, true )|8.552734375|12.998046875
1193|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "byronp1", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'byronp1', 0, 1000, true )|51.193359375|12.984375
1194|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "brazerza4", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'brazerza4', 0, 1000, true )|3.111328125|13.0
1195|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "craigslist", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'craigslist', 0, 1000, true )|3.630859375|13.001953125
1196|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "supermesh", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'supermesh', 0, 1000, true )|55.185546875|13.03125
1197|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "miroth602-2", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'miroth602-2', 0, 1000, true )|2.068359375|12.751953125
1198|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "soupaloop", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'soupaloop', 0, 1000, true )|3.1328125|13.9921875
1199|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "frankjones", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'frankjones', 0, 1000, true )|10.27734375|13.0078125
1200|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "cheetah18", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'cheetah18', 0, 1000, true )|58.642578125|13.0
1201|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "shrooms", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'shrooms', 0, 1000, true )|49.833984375|12.96875
1202|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "littlekitty", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'littlekitty', 0, 1000, true )|8.6796875|13.0
1203|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "hamster11b", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'hamster11b', 0, 1000, true )|28.822265625|12.96875
1204|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "kuba", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'kuba', 0, 1000, true )|4.08203125|13.248046875
1205|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "hbhades2", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'hbhades2', 0, 1000, true )|1.89453125|13.0
1206|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "oba", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'oba', 0, 1000, true )|2.984375|13.98828125
1207|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "fusenn", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'fusenn', 0, 1000, true )|15.24609375|29.296875
1208|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "area51mining-01", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'area51mining-01', 0, 1000, true )|16.556640625|13.12109375
1209|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "automoderator18", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'automoderator18', 0, 1000, true )|3.64453125|12.96484375
1210|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "nymoo", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'nymoo', 0, 1000, true )|4.1640625|12.998046875
1211|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "brtrocks", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'brtrocks', 0, 1000, true )|3.841796875|12.921875
1212|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "judasz", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'judasz', 0, 1000, true )|8.826171875|13.0
1213|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "automoderator31", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'automoderator31', 0, 1000, true )|23.087890625|12.96875
1214|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "nikos", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'nikos', 0, 1000, true )|4.083984375|13.0
1215|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "ilovefood", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'ilovefood', 0, 1000, true )|0.697265625|13.34375
1216|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "dan013", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'dan013', 0, 1000, true )|23.822265625|13.00390625
1217|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "matthewstott", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'matthewstott', 0, 1000, true )|4.529296875|12.966796875
1218|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "automoderator21", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'automoderator21', 0, 1000, true )|5.21484375|12.935546875
1219|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "cflush1", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'cflush1', 0, 1000, true )|4.41015625|12.8671875
1220|{"jsonrpc": "2.0", "method": "account_history_api.get_account_history", "params": {"account": "leotomazx", "limit": 1000, "start": -1, "operation_filter_low": 0, "operation_filter_high": 0, "include_reversible": true}, "id": 1}|SELECT * FROM ah_get_account_history( NULL, 'leotomazx', 0, 1000, true )|0.94140625|12.96484375
